Ausschreibung;Beschreibung;Angebotenes Volumen;Einheit;Zugesprochenes Volumen;Einheit;Leistungspreis;Einheit;Kosten;Einheit;Preis;Einheit;Land
TRL+_17_06_13;Tertiary Power UP 16:00 bis 20:00;18;MW;0;MW;0.80;CHF/MW;0.00;CHF;0.20;CHF/MWh*;CH
TRL+_17_06_13;Tertiary Power UP 16:00 bis 20:00;8;MW;0;MW;0.90;CHF/MW;0.00;CHF;0.22;CHF/MWh*;CH
TRL+_17_06_13;Tertiary Power UP 16:00 bis 20:00;60;MW;0;MW;99.00;CHF/MW;0.00;CHF;24.75;CHF/MWh*;CH
TRL+_17_06_13;Tertiary Power UP 20:00 bis 24:00;70;MW;0;MW;12.60;CHF/MW;0.00;CHF;3.15;CHF/MWh*;CH
TRL+_17_06_13;Tertiary Power UP 20:00 bis 24:00;50;MW;0;MW;44.00;CHF/MW;0.00;CHF;11.00;CHF/MWh*;CH
TRL+_17_06_13;Tertiary Power UP 20:00 bis 24:00;50;MW;0;MW;100.00;CHF/MW;0.00;CHF;25.00;CHF/MWh*;CH
TRL+_17_06_13;Tertiary Power UP 20:00 bis 24:00;10;MW;0;MW;11.40;CHF/MW;0.00;CHF;2.85;CHF/MWh*;CH
TRL+_17_06_13;Tertiary Power UP 20:00 bis 24:00;10;MW;0;MW;12.40;CHF/MW;0.00;CHF;3.10;CHF/MWh*;CH
TRL+_17_06_13;Tertiary Power UP 20:00 bis 24:00;20;MW;0;MW;44.00;CHF/MW;0.00;CHF;11.00;CHF/MWh*;CH
TRL+_17_06_13;Tertiary Power UP 20:00 bis 24:00;7;MW;6;MW;0.79;CHF/MW;4.74;CHF;0.20;CHF/MWh*;CH
TRL+_17_06_13;Tertiary Power UP 20:00 bis 24:00;20;MW;0;MW;1.00;CHF/MW;0.00;CHF;0.25;CHF/MWh*;CH
TRL+_17_06_13;Tertiary Power UP 20:00 bis 24:00;100;MW;0;MW;1.00;CHF/MW;0.00;CHF;0.25;CHF/MWh*;CH
TRL+_17_06_13;Tertiary Power UP 20:00 bis 24:00;50;MW;50;MW;0.80;CHF/MW;40.00;CHF;0.20;CHF/MWh*;CH
TRL+_17_06_13;Tertiary Power UP 20:00 bis 24:00;7;MW;0;MW;2.00;CHF/MW;0.00;CHF;0.50;CHF/MWh*;CH
TRL+_17_06_13;Tertiary Power UP 20:00 bis 24:00;10;MW;0;MW;12.04;CHF/MW;0.00;CHF;3.01;CHF/MWh*;CH
TRL+_17_06_13;Tertiary Power UP 20:00 bis 24:00;10;MW;0;MW;18.06;CHF/MW;0.00;CHF;4.52;CHF/MWh*;CH
TRL+_17_06_13;Tertiary Power UP 20:00 bis 24:00;5;MW;0;MW;0.40;CHF/MW;0.00;CHF;0.10;CHF/MWh*;CH
TRL+_17_06_13;Tertiary Power UP 20:00 bis 24:00;18;MW;0;MW;2.00;CHF/MW;0.00;CHF;0.50;CHF/MWh*;CH
TRL+_17_06_13;Tertiary Power UP 20:00 bis 24:00;10;MW;0;MW;0.90;CHF/MW;0.00;CHF;0.22;CHF/MWh*;CH
TRL+_17_06_13;Tertiary Power UP 20:00 bis 24:00;60;MW;0;MW;99.00;CHF/MW;0.00;CHF;24.75;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 00:00 bis 04:00;10;MW;10;MW;0.25;CHF/MW;2.50;CHF;0.06;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 00:00 bis 04:00;10;MW;0;MW;0.30;CHF/MW;0.00;CHF;0.08;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 00:00 bis 04:00;10;MW;0;MW;0.35;CHF/MW;0.00;CHF;0.09;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 00:00 bis 04:00;60;MW;0;MW;0.30;CHF/MW;0.00;CHF;0.08;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 00:00 bis 04:00;20;MW;0;MW;0.40;CHF/MW;0.00;CHF;0.10;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 00:00 bis 04:00;100;MW;0;MW;0.30;CHF/MW;0.00;CHF;0.08;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 00:00 bis 04:00;50;MW;0;MW;0.80;CHF/MW;0.00;CHF;0.20;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 00:00 bis 04:00;10;MW;0;MW;0.80;CHF/MW;0.00;CHF;0.20;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 00:00 bis 04:00;10;MW;0;MW;3.80;CHF/MW;0.00;CHF;0.95;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 00:00 bis 04:00;20;MW;0;MW;12.00;CHF/MW;0.00;CHF;3.00;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 00:00 bis 04:00;7;MW;0;MW;0.34;CHF/MW;0.00;CHF;0.08;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 00:00 bis 04:00;10;MW;0;MW;1.59;CHF/MW;0.00;CHF;0.40;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 00:00 bis 04:00;60;MW;0;MW;99.00;CHF/MW;0.00;CHF;24.75;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 00:00 bis 04:00;7;MW;7;MW;0.24;CHF/MW;1.68;CHF;0.06;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 00:00 bis 04:00;20;MW;20;MW;0.24;CHF/MW;4.80;CHF;0.06;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 00:00 bis 04:00;20;MW;0;MW;0.32;CHF/MW;0.00;CHF;0.08;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 00:00 bis 04:00;10;MW;0;MW;0.40;CHF/MW;0.00;CHF;0.10;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 00:00 bis 04:00;10;MW;0;MW;0.52;CHF/MW;0.00;CHF;0.13;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 00:00 bis 04:00;20;MW;20;MW;0.24;CHF/MW;4.80;CHF;0.06;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 04:00 bis 08:00;10;MW;0;MW;0.45;CHF/MW;0.00;CHF;0.11;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 04:00 bis 08:00;60;MW;0;MW;0.50;CHF/MW;0.00;CHF;0.12;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 04:00 bis 08:00;20;MW;0;MW;0.70;CHF/MW;0.00;CHF;0.18;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 04:00 bis 08:00;100;MW;0;MW;0.40;CHF/MW;0.00;CHF;0.10;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 04:00 bis 08:00;50;MW;0;MW;0.60;CHF/MW;0.00;CHF;0.15;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 04:00 bis 08:00;10;MW;0;MW;2.80;CHF/MW;0.00;CHF;0.70;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 04:00 bis 08:00;10;MW;0;MW;8.80;CHF/MW;0.00;CHF;2.20;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 04:00 bis 08:00;20;MW;0;MW;48.00;CHF/MW;0.00;CHF;12.00;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 04:00 bis 08:00;7;MW;0;MW;0.39;CHF/MW;0.00;CHF;0.10;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 04:00 bis 08:00;10;MW;0;MW;2.79;CHF/MW;0.00;CHF;0.70;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 04:00 bis 08:00;60;MW;0;MW;99.00;CHF/MW;0.00;CHF;24.75;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 04:00 bis 08:00;7;MW;7;MW;0.20;CHF/MW;1.40;CHF;0.05;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 04:00 bis 08:00;20;MW;20;MW;0.20;CHF/MW;4.00;CHF;0.05;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 04:00 bis 08:00;20;MW;0;MW;0.28;CHF/MW;0.00;CHF;0.07;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 04:00 bis 08:00;10;MW;10;MW;0.40;CHF/MW;4.00;CHF;0.10;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 04:00 bis 08:00;10;MW;0;MW;0.48;CHF/MW;0.00;CHF;0.12;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 04:00 bis 08:00;20;MW;20;MW;0.20;CHF/MW;4.00;CHF;0.05;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 08:00 bis 12:00;60;MW;56;MW;0.70;CHF/MW;39.20;CHF;0.18;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 08:00 bis 12:00;20;MW;0;MW;0.80;CHF/MW;0.00;CHF;0.20;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 08:00 bis 12:00;100;MW;0;MW;0.95;CHF/MW;0.00;CHF;0.24;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 08:00 bis 12:00;50;MW;0;MW;1.10;CHF/MW;0.00;CHF;0.28;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 08:00 bis 12:00;10;MW;0;MW;0.80;CHF/MW;0.00;CHF;0.20;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 08:00 bis 12:00;10;MW;0;MW;8.80;CHF/MW;0.00;CHF;2.20;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 08:00 bis 12:00;20;MW;0;MW;48.00;CHF/MW;0.00;CHF;12.00;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 08:00 bis 12:00;6;MW;0;MW;0.77;CHF/MW;0.00;CHF;0.19;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 08:00 bis 12:00;9;MW;0;MW;3.76;CHF/MW;0.00;CHF;0.94;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 08:00 bis 12:00;60;MW;0;MW;99.00;CHF/MW;0.00;CHF;24.75;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 08:00 bis 12:00;7;MW;0;MW;13.60;CHF/MW;0.00;CHF;3.40;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 08:00 bis 12:00;17;MW;0;MW;13.60;CHF/MW;0.00;CHF;3.40;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 08:00 bis 12:00;5;MW;0;MW;14.40;CHF/MW;0.00;CHF;3.60;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 08:00 bis 12:00;5;MW;0;MW;15.52;CHF/MW;0.00;CHF;3.88;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 08:00 bis 12:00;5;MW;0;MW;16.60;CHF/MW;0.00;CHF;4.15;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 08:00 bis 12:00;20;MW;0;MW;13.60;CHF/MW;0.00;CHF;3.40;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 12:00 bis 16:00;60;MW;0;MW;0.70;CHF/MW;0.00;CHF;0.18;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 12:00 bis 16:00;20;MW;0;MW;0.80;CHF/MW;0.00;CHF;0.20;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 12:00 bis 16:00;100;MW;0;MW;0.75;CHF/MW;0.00;CHF;0.19;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 12:00 bis 16:00;50;MW;0;MW;0.90;CHF/MW;0.00;CHF;0.22;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 12:00 bis 16:00;10;MW;0;MW;0.80;CHF/MW;0.00;CHF;0.20;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 12:00 bis 16:00;10;MW;0;MW;8.80;CHF/MW;0.00;CHF;2.20;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 12:00 bis 16:00;20;MW;0;MW;29.00;CHF/MW;0.00;CHF;7.25;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 12:00 bis 16:00;6;MW;0;MW;0.79;CHF/MW;0.00;CHF;0.20;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 12:00 bis 16:00;9;MW;0;MW;1.69;CHF/MW;0.00;CHF;0.42;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 12:00 bis 16:00;60;MW;0;MW;99.00;CHF/MW;0.00;CHF;24.75;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 12:00 bis 16:00;7;MW;0;MW;0.44;CHF/MW;0.00;CHF;0.11;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 12:00 bis 16:00;17;MW;17;MW;0.44;CHF/MW;7.48;CHF;0.11;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 12:00 bis 16:00;20;MW;20;MW;0.52;CHF/MW;10.40;CHF;0.13;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 12:00 bis 16:00;10;MW;0;MW;0.60;CHF/MW;0.00;CHF;0.15;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 12:00 bis 16:00;10;MW;0;MW;0.72;CHF/MW;0.00;CHF;0.18;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 12:00 bis 16:00;20;MW;20;MW;0.44;CHF/MW;8.80;CHF;0.11;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 16:00 bis 20:00;60;MW;51;MW;0.70;CHF/MW;35.70;CHF;0.18;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 16:00 bis 20:00;20;MW;0;MW;1.00;CHF/MW;0.00;CHF;0.25;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 16:00 bis 20:00;100;MW;0;MW;0.80;CHF/MW;0.00;CHF;0.20;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 16:00 bis 20:00;50;MW;0;MW;0.90;CHF/MW;0.00;CHF;0.22;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 16:00 bis 20:00;10;MW;0;MW;0.80;CHF/MW;0.00;CHF;0.20;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 16:00 bis 20:00;10;MW;0;MW;6.80;CHF/MW;0.00;CHF;1.70;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 16:00 bis 20:00;20;MW;0;MW;38.00;CHF/MW;0.00;CHF;9.50;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 16:00 bis 20:00;7;MW;0;MW;0.70;CHF/MW;0.00;CHF;0.18;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 16:00 bis 20:00;9;MW;0;MW;2.39;CHF/MW;0.00;CHF;0.60;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 16:00 bis 20:00;60;MW;0;MW;99.00;CHF/MW;0.00;CHF;24.75;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 16:00 bis 20:00;7;MW;5;MW;0.40;CHF/MW;2.00;CHF;0.10;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 16:00 bis 20:00;20;MW;20;MW;0.40;CHF/MW;8.00;CHF;0.10;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 16:00 bis 20:00;5;MW;0;MW;0.48;CHF/MW;0.00;CHF;0.12;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 16:00 bis 20:00;5;MW;0;MW;0.60;CHF/MW;0.00;CHF;0.15;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 16:00 bis 20:00;5;MW;0;MW;0.68;CHF/MW;0.00;CHF;0.17;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 16:00 bis 20:00;20;MW;20;MW;0.40;CHF/MW;8.00;CHF;0.10;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 20:00 bis 24:00;60;MW;0;MW;0.70;CHF/MW;0.00;CHF;0.18;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 20:00 bis 24:00;20;MW;0;MW;1.00;CHF/MW;0.00;CHF;0.25;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 20:00 bis 24:00;100;MW;0;MW;0.80;CHF/MW;0.00;CHF;0.20;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 20:00 bis 24:00;50;MW;0;MW;0.70;CHF/MW;0.00;CHF;0.18;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 20:00 bis 24:00;10;MW;0;MW;0.80;CHF/MW;0.00;CHF;0.20;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 20:00 bis 24:00;10;MW;0;MW;8.40;CHF/MW;0.00;CHF;2.10;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 20:00 bis 24:00;20;MW;0;MW;44.00;CHF/MW;0.00;CHF;11.00;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 20:00 bis 24:00;7;MW;0;MW;0.70;CHF/MW;0.00;CHF;0.18;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 20:00 bis 24:00;10;MW;0;MW;1.89;CHF/MW;0.00;CHF;0.47;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 20:00 bis 24:00;60;MW;0;MW;99.00;CHF/MW;0.00;CHF;24.75;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 20:00 bis 24:00;7;MW;7;MW;0.44;CHF/MW;3.08;CHF;0.11;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 20:00 bis 24:00;20;MW;20;MW;0.44;CHF/MW;8.80;CHF;0.11;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 20:00 bis 24:00;20;MW;0;MW;0.52;CHF/MW;0.00;CHF;0.13;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 20:00 bis 24:00;10;MW;10;MW;0.60;CHF/MW;6.00;CHF;0.15;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 20:00 bis 24:00;10;MW;0;MW;0.72;CHF/MW;0.00;CHF;0.18;CHF/MWh*;CH
TRL+_17_06_14;Tertiary Power UP 20:00 bis 24:00;20;MW;20;MW;0.44;CHF/MW;8.80;CHF;0.11;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 00:00 bis 04:00;60;MW;0;MW;0.20;CHF/MW;0.00;CHF;0.05;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 00:00 bis 04:00;10;MW;10;MW;0.15;CHF/MW;1.50;CHF;0.04;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 00:00 bis 04:00;10;MW;10;MW;0.20;CHF/MW;2.00;CHF;0.05;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 00:00 bis 04:00;10;MW;0;MW;0.25;CHF/MW;0.00;CHF;0.06;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 00:00 bis 04:00;20;MW;0;MW;0.40;CHF/MW;0.00;CHF;0.10;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 00:00 bis 04:00;100;MW;0;MW;0.20;CHF/MW;0.00;CHF;0.05;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 00:00 bis 04:00;50;MW;0;MW;0.80;CHF/MW;0.00;CHF;0.20;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 00:00 bis 04:00;7;MW;0;MW;0.23;CHF/MW;0.00;CHF;0.06;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 00:00 bis 04:00;10;MW;0;MW;0.40;CHF/MW;0.00;CHF;0.10;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 00:00 bis 04:00;10;MW;0;MW;3.80;CHF/MW;0.00;CHF;0.95;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 00:00 bis 04:00;20;MW;0;MW;12.00;CHF/MW;0.00;CHF;3.00;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 00:00 bis 04:00;7;MW;7;MW;0.16;CHF/MW;1.12;CHF;0.04;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 00:00 bis 04:00;21;MW;20;MW;0.16;CHF/MW;3.20;CHF;0.04;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 00:00 bis 04:00;20;MW;20;MW;0.16;CHF/MW;3.20;CHF;0.04;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 00:00 bis 04:00;20;MW;0;MW;0.20;CHF/MW;0.00;CHF;0.05;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 00:00 bis 04:00;10;MW;0;MW;0.20;CHF/MW;0.00;CHF;0.05;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 00:00 bis 04:00;10;MW;0;MW;0.24;CHF/MW;0.00;CHF;0.06;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 00:00 bis 04:00;10;MW;0;MW;1.49;CHF/MW;0.00;CHF;0.37;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 00:00 bis 04:00;60;MW;0;MW;99.00;CHF/MW;0.00;CHF;24.75;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 04:00 bis 08:00;60;MW;0;MW;0.20;CHF/MW;0.00;CHF;0.05;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 04:00 bis 08:00;10;MW;0;MW;0.35;CHF/MW;0.00;CHF;0.09;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 04:00 bis 08:00;20;MW;0;MW;0.70;CHF/MW;0.00;CHF;0.18;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 04:00 bis 08:00;100;MW;0;MW;0.40;CHF/MW;0.00;CHF;0.10;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 04:00 bis 08:00;50;MW;0;MW;0.60;CHF/MW;0.00;CHF;0.15;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 04:00 bis 08:00;7;MW;5;MW;0.25;CHF/MW;1.25;CHF;0.06;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 04:00 bis 08:00;10;MW;0;MW;0.40;CHF/MW;0.00;CHF;0.10;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 04:00 bis 08:00;10;MW;0;MW;8.80;CHF/MW;0.00;CHF;2.20;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 04:00 bis 08:00;20;MW;0;MW;48.00;CHF/MW;0.00;CHF;12.00;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 04:00 bis 08:00;7;MW;7;MW;0.12;CHF/MW;0.84;CHF;0.03;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 04:00 bis 08:00;21;MW;20;MW;0.12;CHF/MW;2.40;CHF;0.03;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 04:00 bis 08:00;20;MW;20;MW;0.12;CHF/MW;2.40;CHF;0.03;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 04:00 bis 08:00;20;MW;20;MW;0.16;CHF/MW;3.20;CHF;0.04;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 04:00 bis 08:00;10;MW;10;MW;0.16;CHF/MW;1.60;CHF;0.04;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 04:00 bis 08:00;10;MW;10;MW;0.16;CHF/MW;1.60;CHF;0.04;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 04:00 bis 08:00;10;MW;0;MW;2.29;CHF/MW;0.00;CHF;0.57;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 04:00 bis 08:00;60;MW;0;MW;99.00;CHF/MW;0.00;CHF;24.75;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 08:00 bis 12:00;60;MW;0;MW;0.50;CHF/MW;0.00;CHF;0.12;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 08:00 bis 12:00;20;MW;0;MW;0.80;CHF/MW;0.00;CHF;0.20;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 08:00 bis 12:00;100;MW;0;MW;0.95;CHF/MW;0.00;CHF;0.24;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 08:00 bis 12:00;50;MW;0;MW;1.10;CHF/MW;0.00;CHF;0.28;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 08:00 bis 12:00;7;MW;0;MW;0.50;CHF/MW;0.00;CHF;0.12;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 08:00 bis 12:00;10;MW;10;MW;0.40;CHF/MW;4.00;CHF;0.10;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 08:00 bis 12:00;10;MW;0;MW;8.80;CHF/MW;0.00;CHF;2.20;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 08:00 bis 12:00;20;MW;0;MW;48.00;CHF/MW;0.00;CHF;12.00;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 08:00 bis 12:00;7;MW;7;MW;0.36;CHF/MW;2.52;CHF;0.09;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 08:00 bis 12:00;21;MW;20;MW;0.36;CHF/MW;7.20;CHF;0.09;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 08:00 bis 12:00;20;MW;20;MW;0.36;CHF/MW;7.20;CHF;0.09;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 08:00 bis 12:00;20;MW;0;MW;0.40;CHF/MW;0.00;CHF;0.10;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 08:00 bis 12:00;10;MW;0;MW;0.44;CHF/MW;0.00;CHF;0.11;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 08:00 bis 12:00;10;MW;0;MW;0.52;CHF/MW;0.00;CHF;0.13;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 08:00 bis 12:00;9;MW;0;MW;2.56;CHF/MW;0.00;CHF;0.64;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 08:00 bis 12:00;60;MW;0;MW;99.00;CHF/MW;0.00;CHF;24.75;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 12:00 bis 16:00;60;MW;50;MW;0.29;CHF/MW;14.50;CHF;0.07;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 12:00 bis 16:00;10;MW;0;MW;0.45;CHF/MW;0.00;CHF;0.11;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 12:00 bis 16:00;20;MW;0;MW;0.80;CHF/MW;0.00;CHF;0.20;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 12:00 bis 16:00;100;MW;0;MW;0.75;CHF/MW;0.00;CHF;0.19;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 12:00 bis 16:00;50;MW;0;MW;0.90;CHF/MW;0.00;CHF;0.22;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 12:00 bis 16:00;7;MW;0;MW;0.43;CHF/MW;0.00;CHF;0.11;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 12:00 bis 16:00;10;MW;0;MW;0.40;CHF/MW;0.00;CHF;0.10;CHF/MWh*;CH
TRL+_17_06_15;Tertiary Power UP 12:00 bis 16:00;10;MW;0;MW;8.80;CHF/MW;0.00;CHF;2.20;CHF/MWh*;CH
